BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,X_COORD,Y_COORD,GLOBALID
2004-BFN-1009795,RACINES RESTAURANT,650 SHERMAN ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-04-26 13:42:53,2017-06-04 00:00:00,175587,650 N Sherman St,,Denver,CO,,10,3,2801,3144996,1689974,{00000000-0000-0000-0000-000000000000}
2002-BFN-21032,THE COMPOUND INC,145 BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-04 14:06:08,2017-04-07 00:00:00,183841,145 N Broadway,,Denver,CO,,7,3,2100,3144032,1687242,{00000000-0000-0000-0000-000000000000}
2001-BFN-97192,TAZU,300 N FILLMORE STUNIT G ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-10-12 11:49:29,2017-01-24 00:00:00,84798,300 N Fillmore St,,Denver,CO,,10,3,3800,3153794,1688015,{00000000-0000-0000-0000-000000000000}
2008-BFN-1034920,VIRGINIA VILLAGE LIQUORS,1455 S HOLLY ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2011-08-02 00:00:00,2014-08-05 00:00:00,178974,1455 S Holly St,,Denver,CO,,6,3,5102,3162277,1676795,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063837,BEAST + BOTTLE RESTAURANT,719 E 17TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-10-31 10:27:54,2017-11-28 00:00:00,261487,719 E 17th Ave,,Denver,CO,,10,6,2602,3146750,1696085,{00000000-0000-0000-0000-000000000000}
2007-BFN-1025459,7-ELEVEN STORE 13195A,4040 E 8TH AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-02-18 14:09:22,2017-03-26 00:00:00,183099,4040 E 8th Ave,,Denver,CO,,5,2,4301,3157597,1690888,{00000000-0000-0000-0000-000000000000}
2002-BFN-34518,COLORADO CONVENTION CENTER,700 14TH ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-10 13:34:32,2017-05-30 00:00:00,,,,,,,9,6,1702,3141604,1695616,{00000000-0000-0000-0000-000000000000}
2009-BFN-1041159,BRIO TUSCAN GRILLE,2500 E 1ST AVESUITE B115 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-29 09:33:59,2017-08-10 00:00:00,264043,2500 E 1st Ave Unit B115,,Denver,CO,,10,3,3800,3152698,1686446,{00000000-0000-0000-0000-000000000000}
2001-BFN-81688,HARD ROCK CAFE,500 16TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-10-10 13:29:18,2017-11-04 00:00:00,220926,500 16th St,,Denver,CO,,9,6,1702,3143046,1696397,{00000000-0000-0000-0000-000000000000}
2014-BFN-1072569,IZU SUSHI,1528 E COLFAX ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-07 10:19:31,2017-06-24 00:00:00,64710,1528 E Colfax Ave,,Denver,CO,,10,6,3201,3149359,1694764,{00000000-0000-0000-0000-000000000000}
2013-BFN-1065544,ATOMIC COWBOY S BWY,141 S BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-25 09:33:51,2017-02-06 00:00:00,226063,141 S Broadway,,Denver,CO,,7,3,2100,3144052,1685261,{00000000-0000-0000-0000-000000000000}
2015-BFN-0001733,BAR MAX,2412 E COLFAX ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-23 11:37:06,2017-06-10 00:00:00,174711,2412 E Colfax Ave,,Denver,CO,,10,2,3702,3152292,1694877,{00000000-0000-0000-0000-000000000000}
2016-BFN-0003203,SALON JOA,7155 E COLFAX AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-11-15 07:50:16,2017-10-24 00:00:00,468300,7155 E Colfax Ave,,Denver,CO,,8,2,4202,3167207,1695086,{00000000-0000-0000-0000-000000000000}
2005-BFN-1016360,RUBY TUESDAY,6751 TOWER RD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-16 11:14:29,2017-10-18 00:00:00,184421,6751 N Tower Rd,,Denver,CO,,11,5,8313,3204115,1723343,{00000000-0000-0000-0000-000000000000}
2010-BFN-1047202,BETH SHELL,6390 E COLFAX AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-11-23 06:48:41,2017-11-15 00:00:00,126653,6390 E Colfax Ave,,Denver,CO,,5,2,4304,3164717,1694909,{00000000-0000-0000-0000-000000000000}
2010-BFN-1051225,THE TIMBERS HOTEL,4411 PEORIA ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-07 15:49:38,2017-07-12 00:00:00,11476,4411 N Peoria St,,Denver,CO,,8,5,4105,3183194,1708212,{00000000-0000-0000-0000-000000000000}
2007-BFN-1027836,7-ELEVEN STORE 32810A,4500 N PEORIA ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-11-22 06:36:33,2017-11-07 00:00:00,12119,4500 N Peoria St,,Denver,CO,,8,5,8312,3183711,1709105,{00000000-0000-0000-0000-000000000000}
2012-BFN-1060658,TEJON STREET LIQUORS,4560 N TEJON ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2015-12-16 10:29:10,2017-02-08 00:00:00,32436,4560 N Tejon St,,Denver,CO,,1,1,202,3137455,1709062,{00000000-0000-0000-0000-000000000000}
2002-BFN-35071,ZITRO CITY VIEW TAVERN,3300 NAVAJO ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-05-31 15:56:51,2017-07-02 00:00:00,261421,3300 N Navajo St,,Denver,CO,,1,1,1102,3139458,1703315,{00000000-0000-0000-0000-000000000000}
2003-BFN-1006126,K M CONCESSIONS,1325 E 46TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-04 16:40:20,2016-12-31 00:00:00,162594,1325 E 46th Ave,,Denver,CO,,9,2,3500,3148415,1709523,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067774,REBEL RESTAURANT,3763 WYNKOOP ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-10-03 08:25:59,2017-10-08 00:00:00,191518,3763 Wynkoop St,,Denver,CO,,9,2,1600,3147565,1706629,{00000000-0000-0000-0000-000000000000}
2007-BFN-1029541,CITRON BISTRO,3535 S YOSEMITE ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-20 10:47:48,2017-02-25 00:00:00,148929,3535 S Yosemite St,,Denver,CO,,4,3,6810,3173023,1663046,{00000000-0000-0000-0000-000000000000}
2015-BFN-0008074,BACKCOUNTRY DELICATESSEN,4919 S NEWPORT ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-02-26 11:19:49,2017-02-25 00:00:00,247828,4919 S Newport St,,Denver,CO,,4,3,6701,3166993,1653115,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074708,OSAKA RAMEN,2611 WALNUT ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-28 14:23:43,2017-11-02 00:00:00,346302,2611 Walnut St,,Denver,CO,,9,2,1600,3144486,1701948,{00000000-0000-0000-0000-000000000000}
2012-BFN-1060477,"WINE CELLARS, THE BOTTLE SHOP AT STAPLETON",2955 N ULSTER ST UNIT 100 ,LIQUOR - TASTINGS,ABOUT TO EXPIRE,2012-06-14 00:00:00,2014-06-14 00:00:00,349700,2955 N Ulster St Unit 100,,Denver,CO,,8,5,4105,3170200,1702002,{00000000-0000-0000-0000-000000000000}
2007-BFN-1029520,THE BERKSHIRE,7352 E 29TH AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-01-25 11:19:43,2017-02-10 00:00:00,180813,7352 E 29th Ave,,Denver,CO,,8,5,4105,3168109,1701506,{00000000-0000-0000-0000-000000000000}
2015-BFN-0008154,BRIXX WOOD FIRED PIZZA - NORTHFIELD,8351 E NORTHFIELD BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-03 14:48:27,2017-02-02 00:00:00,485580,8351 E Northfield Blvd,,Denver,CO,,8,5,4105,3170985,1711812,{00000000-0000-0000-0000-000000000000}
2003-BFN-1004706,BUSBY LIQUORS,4900 LOWELL BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-08-25 11:07:50,2017-09-29 00:00:00,25363,4900 N Lowell Blvd,,Denver,CO,,1,1,101,3130873,1711448,{00000000-0000-0000-0000-000000000000}
2005-BFN-1013451,MCLOUGHLIN'S,2100 16TH STUNIT 140&145 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-06 12:49:16,2017-05-08 00:00:00,263779,2100 16th St Unit 145,,Denver,CO,,9,6,1701,3139356,1700019,{00000000-0000-0000-0000-000000000000}
2003-BFN-1005133,GENO'S LIQUORS DENVER,2336 W 32ND AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-11-30 14:53:18,2017-12-04 00:00:00,250802,2336 W 32nd Ave,,Denver,CO,,1,1,402,3136196,1702762,{00000000-0000-0000-0000-000000000000}
2013-BFN-1066587,THE CURTIS CLUB,921 21ST ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-13 14:40:28,2017-09-16 00:00:00,316092,921 21st St,,Denver,CO,,9,6,1600,3143895,1699084,{00000000-0000-0000-0000-000000000000}
2008-BFN-1033918,ANTHONY'S PIZZA & PASTA,1780 16TH ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-11-08 14:10:24,2017-11-01 00:00:00,186740,1780 16th St,,Denver,CO,,9,6,1701,3140083,1699304,{00000000-0000-0000-0000-000000000000}
2013-BFN-1064448,44TH CORNER LIQUOR,3007 W 44TH AVE,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-03-22 14:00:43,2017-04-16 00:00:00,246404,3007 W 44th Ave,,Denver,CO,,1,1,102,3133360,1708167,{00000000-0000-0000-0000-000000000000}
2012-BFN-1058488,THE NY PIZZA PUB,4340 W 35TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-07 10:34:25,2017-05-28 00:00:00,368317,4340 W 35th Ave,,Denver,CO,,1,1,302,3128218,1704088,{00000000-0000-0000-0000-000000000000}
2011-BFN-1056374,RED ROBIN'S BURGER WORKS,8270 E NORTHFIELD BLVDUNIT 1493 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-12-14 11:07:59,2016-12-22 00:00:00,251959,8270 E Northfield Blvd,,Denver,CO,,8,5,4105,3170703,1709470,{00000000-0000-0000-0000-000000000000}
2002-BFN-34321,BANDIDOS RESTAURANT & LOUNGE,4550 S KIPLING ST UNIT 18 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-02-24 14:32:32,2017-04-03 00:00:00,263537,4550 S Kipling St Unit 18,,Denver,CO,,2,4,12014,3110151,1655944,{00000000-0000-0000-0000-000000000000}
2002-BFN-55546,K M CONCESSIONS,1515 E 47TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-31 10:06:16,2017-05-05 00:00:00,162595,1515 E 47th Ave,,Denver,CO,,9,2,3500,3149079,1710201,{00000000-0000-0000-0000-000000000000}
2016-BFN-0005325,WEN-KUAN LU DBA DENVER LIQUOR GALAXY,8970 E HAMPDEN AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-08-22 00:00:00,2017-08-22 00:00:00,364872,8970 E Hampden Ave,,Denver,CO,,4,3,6810,3173822,1662963,{00000000-0000-0000-0000-000000000000}
2012-BFN-1057744,FIRE ON THE MOUNTAIN,3801 W 32ND AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-10-11 00:00:00,2017-09-22 00:00:00,235557,3801 W 32nd Ave,,Denver,CO,,1,1,303,3130103,1702880,{00000000-0000-0000-0000-000000000000}
2002-BFN-89352,WOODY CREEK BAKERY & CAFE,8900 PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-31 09:54:06,2017-05-07 00:00:00,158181,8900 Pena Blvd,,Denver,CO,,11,7,8313,3231979,1738721,{00000000-0000-0000-0000-000000000000}
2016-BFN-0001136,DELTA SKY CLUB,8700 PENA ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-06-14 07:34:48,2017-05-22 00:00:00,221159,8700 Pena Blvd,,Denver,CO,,11,7,8313,3231994,1736921,{00000000-0000-0000-0000-000000000000}
2006-BFN-1023755,THE MIDWESTERN SALOON,3961 N TENNYSON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-10-02 00:00:00,2017-02-02 00:00:00,28409,3961 N Tennyson St,,Denver,CO,,1,1,301,3128072,1706485,{00000000-0000-0000-0000-000000000000}
2005-BFN-1013873,ETAI'S BAKERY CAFE,7357 E 29TH AVE 206 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-25 15:31:05,2017-05-17 00:00:00,180809,7357 E 29th Ave,,Denver,CO,,8,5,4105,3168176,1701628,{00000000-0000-0000-0000-000000000000}
2005-BFN-1017157,ISLAMORADA FISH COMPANY,7970 E NORTHFIELD BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-11-03 15:22:53,2016-12-11 00:00:00,251607,7970 E Northfield Blvd,,Denver,CO,,8,5,4105,3169975,1710001,{00000000-0000-0000-0000-000000000000}
2014-BFN-0005022,WESTIN DENVER INTERNATIONAL AIRPORT,8300 PENA ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-02-26 12:47:28,2017-03-19 00:00:00,376803,8300 Pena Blvd,,Denver,CO,,11,7,8313,3231970,1734265,{00000000-0000-0000-0000-000000000000}
2012-BFN-1062923,SMASHBURGER #1222,6305 E HAMPDEN AVE UNIT 101 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2015-12-23 13:43:14,2017-01-03 00:00:00,395220,6305 E Hampden Ave Unit 101,,Denver,CO,,4,3,6812,3164137,1663471,{00000000-0000-0000-0000-000000000000}
2001-BFN-1759,BAGEL DELICATESSEN,6439 E HAMPDEN AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-09-14 09:00:01,2017-10-14 00:00:00,,,,,,,4,3,6812,3164981,1663751,{00000000-0000-0000-0000-000000000000}
2002-BFN-66494,LA FOGATA RESTAURANT,5670 E EVANS AVESUITE 100 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-26 13:24:14,2017-04-03 00:00:00,,,,,,,4,3,6901,3162914,1672392,{00000000-0000-0000-0000-000000000000}
2007-BFN-1026026,CIRCLE K STORE #2709867,3595 S YOSEMITE ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-06-15 10:51:00,2017-07-18 00:00:00,148937,3595 S Yosemite St,,Denver,CO,,4,3,6810,3173079,1662718,{00000000-0000-0000-0000-000000000000}
2002-BFN-85035,CORNER STORE #1141,4797 S WADSWORTH BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-05-06 13:12:43,2017-06-13 00:00:00,250364,4797 S Wadsworth Blvd,,Denver,CO,,2,4,12010,3117748,1655236,{00000000-0000-0000-0000-000000000000}
2004-BFN-1010134,CITY PUB,3575 S YOSEMITE ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-16 11:27:28,2017-10-18 00:00:00,,,,,,,4,3,6810,3172955,1662708,{00000000-0000-0000-0000-000000000000}
2002-BFN-74030,ATHMAR LIQUORS,1777 W MISSISSIPPI AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-05-04 12:20:11,2017-06-11 00:00:00,222070,1777 W Mississippi Ave,,Denver,CO,,7,4,1302,3138208,1679155,{00000000-0000-0000-0000-000000000000}
2012-BFN-1061806,WESTWOOD LIQUORS,4005 MORRISON RD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2013-12-27 00:00:00,2016-12-10 00:00:00,222917,4005 Morrison Rd,,Denver,CO,,3,4,4501,3129417,1682520,{00000000-0000-0000-0000-000000000000}
2005-BFN-1013414,MESA VERDE LOUNGE,8700 PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-29 12:01:24,2017-04-28 00:00:00,263823,8700 Pena Blvd Bldg AM # 1,,Denver,CO,,11,7,8313,3232043,1736862,{00000000-0000-0000-0000-000000000000}
2012-BFN-1058335,CANA WINE BAR,2554 S BROADWAY ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-01-27 10:59:12,2017-02-05 00:00:00,115739,2554 S Broadway,,Denver,CO,,6,3,3002,3144350,1669420,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074665,BLUE NILE FOOD & CIGARETTES,10890 E DARTMOUTH AVEUNIT 17-18 ,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2015-10-27 09:03:31,2016-12-14 00:00:00,148146,10890 E Dartmouth Ave,,Denver,CO,,4,3,7006,3179974,1665815,{00000000-0000-0000-0000-000000000000}
2001-BFN-57099,4 G'S,2788 S FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-08-25 16:22:53,2017-09-27 00:00:00,246399,2788 S Federal Blvd,,Denver,CO,,7,4,5400,3133849,1667830,{00000000-0000-0000-0000-000000000000}
2013-BFN-1070276,MONACO LIQUOR & WINE,6455 E EVANS AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-04-05 13:11:03,2017-04-20 00:00:00,246236,6455 E Evans Ave,,Denver,CO,,6,3,5200,3165001,1672709,{00000000-0000-0000-0000-000000000000}
2015-BFN-0007323,"PEARL WINE COMPANY, LLC",1886 S PEARL ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2015-10-30 00:00:00,2016-10-30 00:00:00,186078,1886 S Pearl St,,Denver,CO,,7,3,3001,3146261,1673868,{00000000-0000-0000-0000-000000000000}
2004-BFN-1011124,SAM'S CORNER STORE,883 S FEDERAL BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-11-08 12:43:05,2017-11-01 00:00:00,94584,883 S Federal Blvd,,Denver,CO,,3,4,4502,3133521,1680490,{00000000-0000-0000-0000-000000000000}
2007-BFN-1029362,JIM N' NICK'S BAR-B-Q,8264 E NORTHFIELD BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-03-16 09:50:50,2017-04-20 00:00:00,261210,8264 E Northfield Blvd,,Denver,CO,,8,5,4105,3171031,1710760,{00000000-0000-0000-0000-000000000000}
2006-BFN-1023902,OUZO LIQUOR,7150 LEETSDALE DR # 308 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-02-26 16:02:00,2017-04-05 00:00:00,180148,7150 Leetsdale Dr #308,,Denver,CO,,6,3,5002,3167311,1679680,{00000000-0000-0000-0000-000000000000}
2006-BFN-1022691,LA SANDIA MEXICAN RESTAURANT,8340 E 49TH AVE 1690 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-10-04 14:07:34,2017-11-02 00:00:00,251881,8340 E Northfield Blvd,,Denver,CO,,8,5,4105,3171010,1709737,{00000000-0000-0000-0000-000000000000}
2011-BFN-1057097,MARINA SQUARE WINE AND SPIRITS,8101 E BELLEVIEW AVESUITE C ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-02-18 12:34:27,2017-02-12 00:00:00,270010,8101 E Belleview Ave Unit C,,Denver,CO,,4,3,6804,3171014,1653030,{00000000-0000-0000-0000-000000000000}
2002-BFN-13811,KING SOOPERS #7,5125 W FLORIDA AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-05-20 14:19:27,2017-06-25 00:00:00,98306,5125 W Florida Ave,,Denver,CO,,3,4,4601,3126069,1676708,{00000000-0000-0000-0000-000000000000}
2015-BFN-0007515,GAMEWORKS,7950 E NORTHFIELD BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-03-21 16:03:13,2017-01-24 00:00:00,251608,7950 E Northfield Blvd,,Denver,CO,,8,5,4105,3169859,1710312,{00000000-0000-0000-0000-000000000000}
2005-BFN-1018209,WOODY CREEK BAKERY & CAFE,5073 S SYRACUSE ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-18 14:30:36,2017-03-14 00:00:00,183496,5073 S Syracuse St,,Denver,CO,,4,3,6804,3169068,1653266,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067503,MY GOODS MARKET #6492,4495 PEORIA ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-08-30 08:28:55,2017-09-23 00:00:00,11338,4495 N Peoria St,,Denver,CO,,8,5,4105,3183372,1708807,{00000000-0000-0000-0000-000000000000}
2004-BFN-1012295,WAHOO'S FISH TACO,1233 S COLORADO BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-12 09:57:20,2017-01-10 00:00:00,107949,1233 S Colorado Blvd,,Denver,CO,,6,3,3902,3157286,1678300,{00000000-0000-0000-0000-000000000000}
2007-BFN-1030217,LIQUOR,16221 E 40TH AVEUNIT E ,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-01-20 09:40:03,2017-02-18 00:00:00,270012,16221 E 40th Ave Unit E,,Denver,CO,,11,5,8303,3197151,1707318,{00000000-0000-0000-0000-000000000000}
2014-BFN-1073038,THE DENVER TEA ROOM AND COFFEE SALON,1165 S BROADWAY ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2015-12-18 14:38:33,2016-12-17 00:00:00,240739,1165 S Broadway,,Denver,CO,,7,3,1403,3144169,1678412,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067034,THE PROPER POUR,3350 N BRIGHTON BLVDUNIT 125 ,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-11-07 08:09:40,2017-10-22 00:00:00,456360,3350 N Brighton Blvd Unit 125,,Denver,CO,,9,2,1600,3146350,1705268,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063265,AGAVE TACO BAR,2217 E MISSISSIPPI AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-19 10:01:34,2017-01-23 00:00:00,180200,2217 E Mississippi Ave,,Denver,CO,,6,3,3402,3151552,1679130,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074183,BERKELEY UNTAPPED,4267 N TENNYSON STUNIT A ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2015-12-14 11:02:41,2016-12-21 00:00:00,270166,4267 N Tennyson St Unit A,,Denver,CO,,1,1,301,3128080,1707203,{00000000-0000-0000-0000-000000000000}
2002-BFN-78864,COURTYARD MARRIOTT,7415 E 41ST AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-09 09:40:30,2017-03-10 00:00:00,,,,,,,8,5,4105,3167983,1708063,{00000000-0000-0000-0000-000000000000}
2001-BFN-70486,PETE'S UNIVERSITY PARK CAFE,2345 E EVANS AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-11-28 10:06:56,2017-11-26 00:00:00,178875,2345 E Evans Ave,,Denver,CO,,6,3,3003,3152113,1672515,{00000000-0000-0000-0000-000000000000}
2002-BFN-74209,QUE BUENO MEXICAN GRILLE,8900 PENA BLVD BC-19 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-29 11:35:33,2017-06-25 00:00:00,158181,8900 Pena Blvd,,Denver,CO,,11,7,8313,3231979,1738721,{00000000-0000-0000-0000-000000000000}
2008-BFN-1032241,STAYBRIDGE SUITES DIA,6951 TOWER RD,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-05-25 16:56:41,2017-06-17 00:00:00,163317,6951 N Tower Rd,,Denver,CO,,11,5,8313,3204198,1725553,{00000000-0000-0000-0000-000000000000}
2005-BFN-1014081,FAMOUS DAVE'S BAR B QUE,7557 E 36TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-18 16:03:42,2017-06-27 00:00:00,167565,7557 E 36th Ave,,Denver,CO,,8,5,4105,3168628,1705028,{00000000-0000-0000-0000-000000000000}
2002-BFN-4878,CUMMINGS PRATHER POST 193,5110 MORRISON RD,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2015-12-23 12:48:11,2016-12-31 00:00:00,96735,5110 Morrison Rd,,Denver,CO,,3,4,4501,3126006,1679119,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063479,MAKAN,1859 S PEARL ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-10 08:41:16,2017-03-04 00:00:00,105724,1859 S Pearl St,,Denver,CO,,7,3,3001,3146129,1674050,{00000000-0000-0000-0000-000000000000}
2015-BFN-0002745,CARNITAS ESTILO MICHOACAN,3001 W EVANS AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-11-08 09:52:17,2017-10-28 00:00:00,165842,3001 W Evans Ave,,Denver,CO,,2,4,4603,3133399,1673250,{00000000-0000-0000-0000-000000000000}
2016-BFN-0007300,COLORADO VAPE & GLASS CO,1871 S BROADWAY ,LIQUOR - ART GALLERY PERMIT,LICENSE ISSUED - ACTIVE,2016-11-08 00:00:00,2017-11-08 00:00:00,365582,1871 S Broadway,,Denver,CO,,7,3,1403,3144173,1673946,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063820,WHOLE FOODS MARKET,7400 E HAMPDEN AVE # D-1 ,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-01-13 08:12:03,2017-02-19 00:00:00,180030,7400 E Hampden Ave # D-1,,Denver,CO,,4,3,6809,3168440,1663019,{00000000-0000-0000-0000-000000000000}
2016-BFN-0002889,PLINTH GALLERY,3520 N BRIGHTON BLVD,LIQUOR - ART GALLERY PERMIT,LICENSE ISSUED - ACTIVE,2016-05-31 00:00:00,2017-05-31 00:00:00,42249,3520 N Brighton Blvd,,Denver,CO,,9,2,1600,3146702,1705945,{00000000-0000-0000-0000-000000000000}
2002-BFN-5538,LINCOLN'S ROADHOUSE,1201 S PEARL ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-07 15:37:10,2017-04-16 00:00:00,246422,1201 S Pearl St,,Denver,CO,,7,3,3001,3146106,1678323,{00000000-0000-0000-0000-000000000000}
